Product Name,Available Colors,Image 1920px
Slim-fit shorts in water-repellent twill,"Dark Blue,Light Blue,White,Black","https://images.hugoboss.com/is/image/boss/hbeu50487535_402_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_402_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_402_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_402_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_402_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_402_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Cotton-blend regular-fit shorts with embroidered logos,"Dark Blue,Pink","https://images.hugoboss.com/is/image/boss/hbeu50486689_402_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486689_402_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486689_402_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486689_402_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486689_402_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486689_402_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Slim-fit shorts in water-repellent twill,"White,Light Blue,Dark Blue,Black","https://images.hugoboss.com/is/image/boss/hbeu50487535_100_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_100_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_100_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_100_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_100_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_100_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Slim-fit shorts in an organic-cotton blend,"Black,Light Purple,Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50487534_001_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487534_001_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487534_001_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487534_001_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487534_001_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487534_001_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Slim-fit shorts in water-repellent twill,"Black,Light Blue,Dark Blue,White","https://images.hugoboss.com/is/image/boss/hbeu50487535_001_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_001_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_001_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_001_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_001_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50487535_001_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Cotton-blend relaxed-fit shorts with embroidered logo,"Light Blue,Green","https://images.hugoboss.com/is/image/boss/hbeu50485825_461_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_461_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_461_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_461_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_461_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_461_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Regular-fit shorts in linen and cotton,"Light Beige,Dark Blue","https://images.hugoboss.com/is/image/boss/hbeu50488627_277_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50488627_277_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50488627_277_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50488627_277_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50488627_277_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50488627_277_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Drawstring shorts in French terry cotton with logo patch,"Light Beige,Light Orange,Light Yellow,Pink,Light Blue,Dark Blue,Dark Green,Black","https://images.hugoboss.com/is/image/boss/hbeu50468454_277_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_277_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_277_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_277_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_277_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_277_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Drawstring shorts in French terry cotton with logo patch,"Light Orange,Light Yellow,Pink,Light Blue,Dark Blue,Dark Green,Light Beige,Black","https://images.hugoboss.com/is/image/boss/hbeu50468454_833_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_833_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_833_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_833_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_833_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_833_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Cotton-blend relaxed-fit shorts with embroidered logo,"Green,Light Blue","https://images.hugoboss.com/is/image/boss/hbeu50485825_329_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_329_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_329_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_329_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_329_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50485825_329_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Slim-fit shorts in printed stretch-cotton twill,"Dark Grey,Dark Blue,Light Beige,Light Beige","https://images.hugoboss.com/is/image/boss/hbeu50489108_029_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_029_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_029_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_029_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_029_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_029_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Drawstring shorts in French terry cotton with logo patch,"Dark Blue,Light Orange,Light Yellow,Pink,Light Blue,Dark Green,Light Beige,Black","https://images.hugoboss.com/is/image/boss/hbeu50468454_404_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_404_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_404_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_404_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_404_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50468454_404_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Slim-fit shorts in printed stretch-cotton twill,"Light Beige,Dark Blue,Light Beige,Dark Grey","https://images.hugoboss.com/is/image/boss/hbeu50489108_280_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_280_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_280_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_280_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_280_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50489108_280_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
Performance-stretch regular-fit shorts with logo detail,Black,"https://images.hugoboss.com/is/image/boss/hbeu50486937_001_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486937_001_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486937_001_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486937_001_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486937_001_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50486937_001_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-terry shorts with camouflage pattern,"NBA Bulls,NBA Generic,NBA MIAMI HEAT,Black,NBA Bulls,NBA KNICKS,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477471_003_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_003_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_003_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_003_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_003_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_003_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-terry shorts with camouflage pattern,"NBA Generic,NBA MIAMI HEAT,Black,NBA Bulls,NBA KNICKS,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477471_344_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_344_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_344_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_344_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_344_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_344_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-terry shorts with camouflage pattern,"NBA KNICKS,NBA Generic,NBA MIAMI HEAT,Black,NBA Bulls,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477471_004_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_004_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_004_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_004_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_004_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_004_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-blend shorts,"NBA RAPTORS,NBA MIAMI HEAT,NBA Bulls,NBA Lakers,NBA Generic,NBA MIAMI HEAT,NBA NETS,NBA KNICKS,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477426_006_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_006_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_006_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_006_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_006_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_006_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-blend shorts,"NBA Bulls,NBA MIAMI HEAT,NBA Lakers,NBA Generic,NBA MIAMI HEAT,NBA RAPTORS,NBA NETS,NBA KNICKS,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477426_346_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_346_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_346_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_346_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_346_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_346_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-terry shorts with camouflage pattern,"NBA Lakers,NBA Generic,NBA MIAMI HEAT,Black,NBA Bulls,NBA KNICKS,NBA Bulls,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477471_002_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_002_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_002_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_002_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_002_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_002_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-blend shorts,"NBA Bulls,NBA MIAMI HEAT,NBA Bulls,NBA Lakers,NBA Generic,NBA MIAMI HEAT,NBA RAPTORS,NBA NETS,NBA KNICKS,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477426_003_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_003_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_003_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_003_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_003_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_003_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-blend shorts,"NBA KNICKS,NBA MIAMI HEAT,NBA Bulls,NBA Lakers,NBA Generic,NBA MIAMI HEAT,NBA RAPTORS,NBA NETS,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477426_004_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_004_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_004_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_004_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_004_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_004_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-terry shorts with camouflage pattern,"Black,NBA Generic,NBA MIAMI HEAT,NBA Bulls,NBA KNICKS,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477471_006_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_006_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_006_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_006_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_006_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477471_006_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
BOSS & NBA cotton-blend shorts,"NBA MIAMI HEAT,NBA MIAMI HEAT,NBA Bulls,NBA Lakers,NBA Generic,NBA RAPTORS,NBA NETS,NBA KNICKS,NBA Bulls,NBA Lakers,NBA Generic","https://images.hugoboss.com/is/image/boss/hbeu50477426_007_350?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_007_300?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_007_360?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_007_340?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_007_240?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp,https://images.hugoboss.com/is/image/boss/hbeu50477426_007_100?$re_fullPageZoom$&qlt=85&fit=crop,1&align=1,1&wid=1200&hei=1818&fmt=webp"
